timestamp,src_addr,dst_addr,protocol,src_port,dst_port,bytes,cpu_usage,memory_usage,disk_io,network_io,action,log_status,label,iso_forest_anomaly,svm_anomaly,rf_anomaly
2024-05-18 22:22:08.622155,231.101.42.48,191.156.50.29,17,53,21,2870,32.05120582032595,49.123625630077285,179,357,ACCEPT,OK,0,0,0,0
2024-05-18 22:53:10.622155,47.252.182.163,27.154.8.166,17,22,443,805,16.198554205011305,22.18721355525936,120,358,ACCEPT,OK,0,0,0,0
2024-05-18 22:43:09.622155,33.102.59.163,161.132.130.96,6,80,53,4153,0.4674001648017678,8.47979629212129,149,386,ACCEPT,OK,0,0,1,0
2024-05-18 22:42:51.622155,64.4.113.213,172.168.241.239,17,25,21,4572,43.3162190715547,20.130373523767663,392,103,ACCEPT,OK,0,0,0,0
2024-05-18 22:24:42.622155,206.92.75.220,193.251.179.8,17,22,53,1317,22.844658368632636,7.349978614394753,500,259,ACCEPT,OK,0,0,0,0
2024-05-18 23:09:16.622155,87.221.202.33,23.188.212.52,17,25,80,3038,1.3151921221842,6.487305455532133,197,368,ACCEPT,OK,0,0,1,0
2024-05-18 23:06:59.622155,143.60.42.236,69.200.176.89,17,22,443,3158,10.998049466829723,3.880422139625417,298,237,ACCEPT,OK,0,0,1,0
2024-05-18 22:28:35.622155,132.150.67.121,181.71.182.115,17,21,80,3389,47.86498125081427,35.52975840323862,415,427,ACCEPT,OK,0,0,0,0
2024-05-18 23:02:07.622155,152.82.1.125,185.2.124.50,6,53,80,2735,8.201491395206956,39.24286380327548,169,498,ACCEPT,OK,0,0,0,0
2024-05-18 22:48:14.622155,173.75.13.130,23.141.238.171,17,22,21,729,31.356555653567625,23.66688620317707,110,425,ACCEPT,OK,0,0,0,0
2024-05-18 22:23:05.622155,200.20.112.101,240.247.146.122,17,80,25,3291,19.46902307094385,24.643088006573223,206,488,ACCEPT,OK,0,0,0,0
2024-05-18 22:45:05.622155,27.223.23.164,43.240.161.124,6,25,22,2542,36.86778604618144,8.306206335542443,203,175,ACCEPT,OK,0,0,0,0
2024-05-18 23:08:55.622155,82.127.226.40,37.251.217.160,6,22,443,1603,24.181624119389323,4.259978994808655,401,241,ACCEPT,OK,0,0,0,0
2024-05-18 22:16:13.622155,207.109.108.51,160.251.190.0,6,53,22,2287,4.833564363571707,39.346368317968434,149,420,ACCEPT,OK,0,0,0,0
2024-05-18 22:42:08.622155,200.104.66.203,221.73.168.163,6,443,25,1951,34.4964982850702,33.11843770210105,194,391,ACCEPT,OK,0,0,0,0
2024-05-18 23:07:58.622155,223.129.98.253,181.126.27.103,17,21,443,1412,2.6797716665885094,42.30734347207447,350,262,ACCEPT,OK,0,0,1,0
2024-05-18 23:13:18.622155,154.240.68.134,77.108.203.246,17,80,443,973,44.50825110891552,1.6327928162680694,221,191,ACCEPT,OK,0,0,1,0
2024-05-18 22:56:43.622155,151.148.14.154,15.94.31.113,17,80,25,2973,6.933024125191444,23.301118241191393,140,106,ACCEPT,OK,0,0,0,0
2024-05-18 22:51:55.622155,10.150.124.202,16.205.85.77,17,53,22,3550,48.392522779109,2.2663577426318526,261,191,ACCEPT,OK,0,0,1,0
2024-05-18 22:27:39.622155,94.49.253.62,238.226.75.88,17,443,53,3611,31.942245556120135,37.215142120553914,131,444,ACCEPT,OK,0,0,0,0
2024-05-18 22:57:24.622155,86.113.122.145,112.228.143.209,17,25,53,4941,45.53198185177445,1.2586405262448752,311,388,ACCEPT,OK,0,0,1,0
2024-05-18 22:47:25.622155,133.7.59.190,40.190.33.196,17,21,80,1980,27.582070721330165,8.740960822173005,473,241,ACCEPT,OK,0,0,0,0
2024-05-18 23:04:19.622155,79.241.128.35,220.160.162.117,6,22,22,704,10.720373634427654,26.305823745763337,409,245,ACCEPT,OK,0,0,0,0
2024-05-18 22:33:45.622155,80.68.164.3,151.141.27.157,6,443,25,2499,38.92309803876587,35.634907876964895,428,268,ACCEPT,OK,0,0,0,0
2024-05-18 22:49:15.622155,137.16.163.17,88.222.208.183,6,80,21,842,16.214361444425883,31.974983416056435,162,309,ACCEPT,OK,0,0,0,0
2024-05-18 22:35:57.622155,222.162.53.150,162.193.197.213,17,80,22,3953,13.995223960736592,25.47763706045196,295,443,ACCEPT,OK,0,0,0,0
2024-05-18 22:16:09.622155,210.59.135.29,47.61.110.222,17,25,25,1416,24.99187981210455,35.284191866659995,380,154,ACCEPT,OK,0,0,0,0
2024-05-18 23:01:55.622155,137.145.2.13,112.206.145.51,6,53,443,1756,25.851718771406375,25.306321269163867,493,208,ACCEPT,OK,0,0,0,0
2024-05-18 23:14:27.622155,183.124.7.104,11.131.236.5,6,21,25,1485,28.284848466057948,13.631318665878906,369,488,ACCEPT,OK,0,0,0,0
2024-05-18 22:37:59.622155,217.29.141.81,137.252.54.1,17,25,25,844,18.89705093243972,38.16093138846741,177,228,ACCEPT,OK,0,0,0,0
2024-05-18 22:49:43.622155,154.238.72.144,104.29.141.21,6,25,80,4403,6.955188043906174,22.83001740970047,318,458,ACCEPT,OK,0,0,0,0
2024-05-18 22:38:40.622155,94.92.31.7,214.250.111.90,17,22,21,1712,7.774974579976268,8.366974114561938,399,434,ACCEPT,OK,0,0,0,0
2024-05-18 22:29:33.622155,5.168.242.132,111.45.192.184,17,80,80,4436,45.38669283439278,42.635142704473736,192,480,ACCEPT,OK,0,0,0,0
2024-05-18 22:18:53.622155,241.174.207.196,231.80.28.124,17,21,21,4192,41.26983317733727,46.79361220697327,252,227,ACCEPT,OK,0,0,1,0
2024-05-18 22:30:57.622155,100.106.11.249,209.183.205.67,6,22,443,1481,33.58421365656943,8.575870838019773,215,293,ACCEPT,OK,0,0,0,0
2024-05-18 23:13:52.622155,119.158.169.247,99.204.144.151,6,22,25,2283,11.956795236073289,0.6600910271451932,387,140,ACCEPT,OK,0,0,1,0
2024-05-18 23:12:10.622155,74.104.132.135,166.226.155.15,17,21,443,3711,37.188872449217975,44.14557591682576,148,394,ACCEPT,OK,0,0,0,0
2024-05-18 22:45:33.622155,178.132.79.185,199.185.154.79,6,443,25,2745,10.452435029071378,1.4658358143076866,469,427,ACCEPT,OK,0,0,1,0
2024-05-18 23:02:14.622155,124.239.80.129,101.32.149.197,17,53,25,984,18.851216258546177,14.680396266583372,325,120,ACCEPT,OK,0,0,0,0
2024-05-18 22:21:12.622155,7.200.58.95,120.114.124.177,6,53,80,2473,39.62544137727007,27.079310850067444,273,309,ACCEPT,OK,0,0,0,0
2024-05-18 22:51:35.622155,107.181.209.21,140.204.160.70,6,22,25,4301,11.880924106900364,20.116058037373353,438,331,ACCEPT,OK,0,0,0,0
2024-05-18 22:57:01.622155,204.225.71.172,142.113.22.194,6,22,80,4585,44.48369037116998,6.953696822501055,323,200,ACCEPT,OK,0,0,0,0
2024-05-18 22:50:07.622155,149.60.80.254,4.89.58.137,17,21,53,1632,15.070716159530912,14.485459788132944,110,230,ACCEPT,OK,0,0,0,0
2024-05-18 22:24:54.622155,252.42.5.58,71.188.13.235,17,25,80,2656,47.20167699023333,42.998887086684356,306,455,ACCEPT,OK,0,0,0,0
2024-05-18 22:57:28.622155,219.153.255.216,164.22.162.221,17,80,80,3888,49.92891068092923,0.318366593227487,275,313,ACCEPT,OK,0,0,1,0
2024-05-18 22:25:08.622155,136.236.215.36,57.225.16.127,6,21,21,1413,9.66598756465869,32.42799173855178,381,397,ACCEPT,OK,0,0,0,0
2024-05-18 23:02:35.622155,63.232.57.250,127.40.124.102,17,53,21,3631,8.924290438134747,44.90569313593766,463,367,ACCEPT,OK,0,0,0,0
2024-05-18 22:56:22.622155,38.192.91.86,107.131.179.50,17,21,25,3673,25.94314277649067,48.738963088684535,351,278,ACCEPT,OK,0,0,0,0
2024-05-18 22:43:40.622155,186.75.73.85,229.185.32.26,6,21,25,3887,7.081670738710671,35.2619218268601,346,365,ACCEPT,OK,0,0,0,0
2024-05-18 22:45:15.622155,121.243.8.245,1.142.154.154,17,22,21,2931,40.52116913849649,10.865209377798518,340,467,ACCEPT,OK,0,0,0,0
2024-05-18 22:48:26.622155,76.90.196.191,62.240.90.146,6,443,25,3547,6.032957500519387,49.50862973400482,439,191,ACCEPT,OK,0,0,1,0
2024-05-18 22:57:49.622155,225.142.139.83,240.166.61.117,6,443,25,2505,42.26638279649942,38.33266491266028,415,270,ACCEPT,OK,0,0,0,0
2024-05-18 22:27:37.622155,36.109.110.231,109.92.48.244,17,53,80,4557,18.71083661572831,40.875277430729554,291,249,ACCEPT,OK,0,0,0,0
2024-05-18 22:51:21.622155,227.45.217.34,193.15.156.10,17,22,21,1264,25.39630930716032,3.240410987594694,441,360,ACCEPT,OK,0,0,0,0
2024-05-18 22:46:38.622155,89.172.150.125,102.21.245.234,17,25,21,504,24.6532910187296,13.826755512602752,301,418,ACCEPT,OK,0,0,0,0
2024-05-18 22:28:59.622155,252.141.155.114,225.252.215.147,17,53,443,4703,42.10476278171721,12.629600449317124,308,415,ACCEPT,OK,0,0,0,0
2024-05-18 22:47:26.622155,226.80.128.93,53.172.2.190,17,25,443,861,25.1416777984884,20.109642011897023,187,466,ACCEPT,OK,0,0,0,0
2024-05-18 22:26:53.622155,112.135.70.7,159.70.148.181,17,443,25,1245,25.11622626694469,18.194649868201424,182,305,ACCEPT,OK,0,0,0,0
2024-05-18 22:38:10.622155,157.94.98.4,58.31.203.93,17,80,21,3723,31.346708862043144,39.04886417503194,326,223,ACCEPT,OK,0,0,0,0
2024-05-18 22:38:42.622155,84.180.82.204,8.169.113.127,6,25,53,2291,1.2228295658080202,7.318722402632139,111,162,ACCEPT,OK,0,0,1,0
2024-05-18 22:49:18.622155,66.98.47.202,5.98.168.180,6,53,80,4339,37.43763731831259,9.002746091939851,448,413,ACCEPT,OK,0,0,0,0
2024-05-18 22:55:54.622155,13.108.205.229,17.187.225.2,17,22,25,2056,40.50053009872896,21.222057476358525,412,100,ACCEPT,OK,0,0,0,0
2024-05-18 22:40:27.622155,169.24.60.246,86.200.243.25,17,21,22,2424,37.53292030900472,0.5878390895506957,226,321,ACCEPT,OK,0,0,1,0
2024-05-18 23:06:29.622155,7.123.16.147,224.150.223.191,6,443,22,3528,2.9143303935287523,36.43957158397921,314,215,ACCEPT,OK,0,0,0,0
2024-05-18 22:43:03.622155,109.159.40.102,104.35.253.220,17,80,21,1520,47.82907720984685,25.835208492753704,101,179,ACCEPT,OK,0,0,1,0
2024-05-18 22:24:06.622155,3.244.76.95,44.47.61.23,17,53,25,557,39.83298963436915,46.645584330103,128,429,ACCEPT,OK,0,0,1,0
2024-05-18 23:13:04.622155,20.31.73.36,213.174.187.34,6,443,53,2657,44.62612687721474,1.4027482916907583,443,229,ACCEPT,OK,0,0,1,0
2024-05-18 22:25:27.622155,246.213.234.251,241.130.19.53,17,22,80,3286,26.313684667594607,10.185704162869303,353,268,ACCEPT,OK,0,0,0,0
2024-05-18 22:38:23.622155,47.39.43.102,13.225.45.63,6,80,22,3475,45.623059179750456,31.13725390494055,262,330,ACCEPT,OK,0,0,0,0
2024-05-18 22:27:07.622155,19.198.175.128,251.173.43.107,17,53,53,2139,26.913240368322572,10.622434063753644,343,352,ACCEPT,OK,0,0,0,0
2024-05-18 23:14:12.622155,64.213.238.57,43.60.53.86,17,443,53,4748,43.49170553805828,33.30697626572579,201,487,ACCEPT,OK,0,0,0,0
2024-05-18 22:54:54.622155,35.248.241.24,2.221.222.160,17,22,22,2848,10.425727738892409,38.29560483700247,128,219,ACCEPT,OK,0,0,0,0
2024-05-18 22:55:48.622155,119.177.191.109,83.162.117.102,6,443,443,2522,26.1925684045816,10.303139580164068,200,480,ACCEPT,OK,0,0,0,0
2024-05-18 22:43:27.622155,5.228.21.72,98.161.76.123,17,53,25,4185,39.13517394423701,28.0444545672694,192,150,ACCEPT,OK,0,0,0,0
2024-05-18 22:41:57.622155,114.173.29.108,253.185.39.205,6,22,21,829,5.029091367769634,20.122719183007515,136,402,ACCEPT,OK,0,0,0,0
2024-05-18 23:07:43.622155,112.239.134.133,143.90.101.157,6,21,21,4074,44.12315574952857,13.5998298656751,206,352,ACCEPT,OK,0,0,0,0
2024-05-18 22:41:53.622155,105.89.104.49,116.35.76.129,6,22,22,4379,5.917088642143464,49.90871713565984,268,290,ACCEPT,OK,0,0,1,0
2024-05-18 22:28:04.622155,73.103.24.37,109.13.150.76,6,22,80,4200,4.328578986053766,21.013668107400207,127,428,ACCEPT,OK,0,0,0,0
2024-05-18 22:24:23.622155,239.4.163.144,123.4.60.157,6,80,80,585,46.559300909378834,44.6667532661111,247,231,ACCEPT,OK,0,0,0,0
2024-05-18 22:32:11.622155,37.165.53.135,38.250.80.66,6,22,22,1394,17.660533730269616,7.814480564334464,130,259,ACCEPT,OK,0,0,0,0
2024-05-18 22:43:24.622155,42.243.171.69,236.213.176.159,6,21,53,2832,32.97627686937635,16.39261592828891,214,454,ACCEPT,OK,0,0,0,0
2024-05-18 22:29:04.622155,75.91.1.37,47.221.89.105,17,53,21,3095,8.96433775256465,22.03432658912513,220,225,ACCEPT,OK,0,0,0,0
2024-05-18 22:59:13.622155,163.17.94.28,134.139.79.250,6,53,443,2632,39.35100524327014,32.46118360038008,428,205,ACCEPT,OK,0,0,0,0
2024-05-18 22:19:26.622155,44.142.232.67,141.88.145.58,17,443,25,1592,17.64705903451396,35.92580121529984,498,169,ACCEPT,OK,0,0,0,0
2024-05-18 23:03:51.622155,188.220.218.141,193.201.1.6,17,25,53,3983,48.31040306898036,5.008778350329768,166,364,ACCEPT,OK,0,0,1,0
2024-05-18 22:22:30.622155,72.211.226.155,25.144.150.86,6,443,22,516,36.22367034197133,43.85369796721603,377,191,ACCEPT,OK,0,0,0,0
2024-05-18 22:43:49.622155,13.117.219.130,23.194.198.123,6,80,53,4610,11.952344389032854,16.213992821701982,482,467,ACCEPT,OK,0,0,0,0
2024-05-18 22:21:42.622155,21.196.215.254,159.214.134.243,6,53,80,4426,31.045470450684963,30.348542422129672,420,111,ACCEPT,OK,0,0,0,0
2024-05-18 22:36:22.622155,215.146.227.21,242.159.121.231,6,21,80,1539,19.65250159394591,16.411809867691098,135,126,ACCEPT,OK,0,0,0,0
2024-05-18 22:42:11.622155,226.42.184.134,177.213.138.171,6,25,80,1279,15.729549150556632,33.19074575307619,478,204,ACCEPT,OK,0,0,0,0
2024-05-18 22:50:51.622155,11.214.8.144,185.33.145.248,17,25,53,3038,38.47590033254101,0.5871428336533258,291,387,ACCEPT,OK,0,0,0,0
2024-05-18 22:32:32.622155,184.184.32.194,192.158.254.118,6,443,443,3522,27.13633401678629,44.41980871135877,465,435,ACCEPT,OK,0,0,0,0
2024-05-18 22:45:28.622155,98.225.7.60,95.218.57.29,17,80,443,3637,24.51931404785506,26.565665804663848,197,445,ACCEPT,OK,0,0,0,0
2024-05-18 22:53:33.622155,251.93.34.93,246.160.17.130,6,25,22,1898,25.61014286883534,34.68405677468353,280,336,ACCEPT,OK,0,0,0,0
2024-05-18 22:21:18.622155,168.135.188.228,4.172.7.102,17,80,21,1792,25.33073239324341,17.92296413295549,247,137,ACCEPT,OK,0,0,0,0
2024-05-18 22:54:53.622155,32.194.36.165,181.156.227.150,17,25,80,595,5.56027044304514,18.241825636626853,428,130,ACCEPT,OK,0,0,0,0
2024-05-18 23:00:04.622155,21.5.16.173,112.212.25.27,6,80,22,1880,19.856538478098173,4.440148764145518,293,211,ACCEPT,OK,0,0,0,0
2024-05-18 22:37:49.622155,59.182.250.218,41.220.236.159,6,21,22,2304,23.346560116189707,46.6669298261488,126,170,ACCEPT,OK,0,0,0,0
2024-05-18 23:02:36.622155,210.213.233.217,1.141.43.125,17,22,21,649,38.93344113727568,33.85443793655223,494,129,ACCEPT,OK,0,0,0,0
2024-05-18 22:17:50.622155,40.155.32.12,222.153.194.37,17,443,22,3199,35.83816936198589,1.1082914672210675,182,221,ACCEPT,OK,0,0,1,0
2024-05-18 22:37:13.622155,14.152.94.120,174.48.105.30,17,80,53,4617,27.68980158077981,8.925861207933478,338,148,ACCEPT,OK,0,0,0,0
2024-05-18 22:35:12.622155,45.36.104.173,204.234.157.153,6,21,21,3126,40.4122002961238,22.09588523616104,305,102,ACCEPT,OK,0,0,0,0
2024-05-18 22:51:26.622155,12.188.9.57,217.75.232.29,17,80,80,1785,27.235721698172576,24.44400580778514,444,339,ACCEPT,OK,0,0,0,0
2024-05-18 22:40:13.622155,253.186.57.178,31.159.74.140,17,443,53,2940,21.806281995098303,14.948916991374256,269,494,ACCEPT,OK,0,0,0,0
2024-05-18 22:44:22.622155,3.1.1.144,63.174.108.134,6,443,53,1798,48.96027153543524,11.585843282926406,113,160,ACCEPT,OK,0,0,1,0
2024-05-18 22:44:55.622155,171.24.216.250,4.18.92.241,17,25,21,2424,45.23073794346632,2.8403097761016016,411,446,ACCEPT,OK,0,0,1,0
2024-05-18 22:33:24.622155,18.195.199.146,93.90.147.18,17,80,80,838,7.36131658221626,20.35335992400537,217,378,ACCEPT,OK,0,0,0,0
2024-05-18 22:51:10.622155,184.196.170.217,10.54.213.60,6,53,53,593,15.93310398413611,12.66829316974783,107,320,ACCEPT,OK,0,0,0,0
2024-05-18 22:42:12.622155,62.181.190.101,139.255.189.254,17,25,443,644,8.326112526810936,12.981967751594464,288,131,ACCEPT,OK,0,0,0,0
2024-05-18 23:12:09.622155,225.98.154.164,106.115.12.120,6,22,25,576,33.308867516628126,7.188970863140781,215,188,ACCEPT,OK,0,0,0,0
2024-05-18 22:31:08.622155,46.62.4.115,66.251.177.108,17,25,443,1700,25.017693010034115,46.88677259646913,326,255,ACCEPT,OK,0,0,0,0
2024-05-18 22:34:15.622155,38.82.217.68,145.214.166.78,17,25,443,3170,1.0961077000569697,43.049466419697865,489,382,ACCEPT,OK,0,0,1,0
2024-05-18 22:24:53.622155,40.12.150.96,245.168.179.16,17,80,25,3032,22.95175343078012,45.2849331688488,299,288,ACCEPT,OK,0,0,0,0
2024-05-18 22:55:50.622155,183.153.129.158,114.194.238.34,6,25,25,4192,29.448332047135008,7.950420760996329,100,222,ACCEPT,OK,0,0,0,0
2024-05-18 23:06:11.622155,127.109.6.66,128.232.215.253,17,25,21,1763,14.94612104927876,31.448497443608268,174,427,ACCEPT,OK,0,0,0,0
2024-05-18 22:33:39.622155,133.42.188.214,26.86.238.238,6,22,443,3197,14.215381587252915,2.4204921220981945,448,373,ACCEPT,OK,0,0,1,0
2024-05-18 22:40:08.622155,56.214.112.168,243.187.7.113,6,22,22,2883,19.9292626480633,16.790414907237604,305,476,ACCEPT,OK,0,0,0,0
2024-05-18 23:12:02.622155,48.9.25.145,203.75.91.69,17,80,53,1328,16.52364013262792,5.4768565026264815,103,233,ACCEPT,OK,0,0,0,0
2024-05-18 22:49:54.622155,229.131.230.92,106.30.45.1,6,80,21,3974,18.04227636527031,19.879620236414645,397,225,ACCEPT,OK,0,0,0,0
2024-05-18 22:56:00.622155,170.39.184.179,81.146.217.13,6,53,53,2729,38.42408497226846,27.513477731867713,214,276,ACCEPT,OK,0,0,0,0
2024-05-18 23:12:15.622155,240.169.46.208,68.21.253.85,17,22,22,721,26.19367345513144,11.669704006760009,426,334,ACCEPT,OK,0,0,0,0
2024-05-18 22:27:17.622155,100.96.115.189,175.15.220.114,6,25,443,4885,45.12407347555589,19.34068734770581,311,107,ACCEPT,OK,0,0,0,0
2024-05-18 22:22:18.622155,197.88.241.1,106.54.226.4,6,22,443,842,46.90801175763721,16.009768972520376,182,457,ACCEPT,OK,0,0,0,0
2024-05-18 22:40:55.622155,7.147.85.28,218.201.134.38,17,25,21,3872,17.57835144397188,12.239696283418397,174,496,ACCEPT,OK,0,0,0,0
2024-05-18 22:46:02.622155,114.119.105.79,189.156.39.40,6,21,22,1398,6.969593069795699,40.75939667926093,485,266,ACCEPT,OK,0,0,0,0
2024-05-18 23:07:34.622155,115.135.113.176,108.200.144.127,17,53,22,2156,25.042163134329964,0.7591639901166514,389,352,ACCEPT,OK,0,0,0,0
2024-05-18 23:06:07.622155,76.144.97.104,56.255.123.148,17,53,21,3015,10.269364807673654,22.154595700531164,447,117,ACCEPT,OK,0,0,0,0
2024-05-18 22:39:02.622155,22.221.146.24,58.168.192.135,6,22,22,2732,3.104922697447993,10.758669073322237,451,492,ACCEPT,OK,0,0,1,0
2024-05-18 22:43:33.622155,65.183.146.31,129.31.56.145,6,25,22,3128,4.469008825966181,13.597406391407452,185,446,ACCEPT,OK,0,0,0,0
2024-05-18 22:19:03.622155,194.193.251.175,209.226.73.223,6,21,443,3635,25.06955713584243,31.558252417003903,289,339,ACCEPT,OK,0,0,0,0
